Longitude,Latitude,datetime,UHI_Index
-73.9076,40.80914,24-07-2021 15:55,1.041348
-73.9077,40.80907,24-07-2021 15:55,1.03702
-73.9077,40.80899,24-07-2021 15:55,1.03702
-73.9077,40.80891,24-07-2021 15:55,1.039184
-73.9077,40.80883,24-07-2021 15:55,1.039184
-73.9078,40.80874,24-07-2021 15:55,1.026202
-73.9078,40.80864,24-07-2021 15:55,1.026202
-73.9078,40.80855,24-07-2021 15:55,1.024038
-73.9079,40.80846,24-07-2021 15:55,1.024038
-73.9079,40.80836,24-07-2021 15:55,1.024038
-73.9079,40.80826,24-07-2021 15:55,1.024038
-73.908,40.80807,24-07-2021 15:55,1.019711
-73.908,40.80798,24-07-2021 15:55,1.015383
-73.908,40.80789,24-07-2021 15:55,1.015383
-73.9081,40.80779,24-07-2021 15:55,1.006728
-73.9081,40.80769,24-07-2021 15:55,1.006728
-73.9082,40.8076,24-07-2021 15:55,1.004565
-73.9082,40.8075,24-07-2021 15:55,1.004565
-73.9082,40.80741,24-07-2021 15:55,1.004565
-73.9083,40.80733,24-07-2021 15:55,1.004565
-73.9083,40.80724,24-07-2021 15:55,1.000237
-73.9084,40.80705,24-07-2021 15:56,1.000237
-73.9084,40.80696,24-07-2021 15:56,1.000358
-73.9084,40.80687,24-07-2021 15:56,1.000358
-73.9085,40.8068,24-07-2021 15:56,1.004685
-73.9085,40.80674,24-07-2021 15:56,1.004685
-73.9085,40.8067,24-07-2021 15:56,1.004685
-73.9085,40.80663,24-07-2021 15:56,1.006849
-73.9086,40.80654,24-07-2021 15:56,1.004685
-73.9086,40.80648,24-07-2021 15:56,1.004685
-73.9087,40.80643,24-07-2021 15:56,1.004685
-73.9087,40.80639,24-07-2021 15:56,1.004685
-73.9088,40.80635,24-07-2021 15:56,1.004685
-73.9088,40.80631,24-07-2021 15:56,1.004685
-73.9089,40.80628,24-07-2021 15:56,1.004685
-73.9089,40.80626,24-07-2021 15:56,1.004685
-73.9089,40.80625,24-07-2021 15:56,1.004685
-73.909,40.80624,24-07-2021 15:56,1.004685
-73.9092,40.80622,24-07-2021 15:56,1.015504
-73.9092,40.80619,24-07-2021 15:56,1.015504
-73.9093,40.80615,24-07-2021 15:56,1.015504
-73.9095,40.8061,24-07-2021 15:56,1.015504
-73.9095,40.80607,24-07-2021 15:56,1.01334
-73.9096,40.80604,24-07-2021 15:56,1.01334
-73.9096,40.80601,24-07-2021 15:56,1.011176
-73.9097,40.80599,24-07-2021 15:56,1.011176
-73.9098,40.80597,24-07-2021 15:56,1.004685
-73.9099,40.80591,24-07-2021 15:56,1.004685
-73.9099,40.8059,24-07-2021 15:56,1.004685
-73.9099,40.8059,24-07-2021 15:56,1.002521
-73.91,40.80589,24-07-2021 15:57,1.002521
-73.91,40.80575,24-07-2021 15:57,1.011296
-73.9099,40.80571,24-07-2021 15:57,1.011296
-73.9098,40.80563,24-07-2021 15:57,1.011296
-73.9096,40.80555,24-07-2021 15:57,1.01346
-73.9094,40.80539,24-07-2021 15:57,1.01346
-73.9093,40.80531,24-07-2021 15:57,1.011296
-73.9092,40.80524,24-07-2021 15:57,1.011296
-73.9091,40.80517,24-07-2021 15:57,1.011296
-73.909,40.8051,24-07-2021 15:57,1.011296
-73.909,40.80503,24-07-2021 15:58,1.015624
-73.9089,40.80499,24-07-2021 15:58,1.015624
-73.9088,40.80496,24-07-2021 15:58,1.015624
-73.9087,40.80489,24-07-2021 15:58,1.019951
-73.9086,40.80486,24-07-2021 15:58,1.019951
-73.9086,40.80484,24-07-2021 15:58,1.019951
-73.9085,40.80482,24-07-2021 15:58,1.019951
-73.9085,40.8048,24-07-2021 15:58,1.017787
-73.9084,40.80478,24-07-2021 15:58,1.017787
-73.9084,40.80477,24-07-2021 15:58,1.017787
-73.9083,40.80474,24-07-2021 15:58,1.017787
-73.9082,40.80464,24-07-2021 15:58,1.017787
-73.9081,40.80456,24-07-2021 15:58,1.01346
-73.9081,40.8045,24-07-2021 15:58,1.01346
-73.908,40.80446,24-07-2021 15:58,1.01346
-73.9079,40.80441,24-07-2021 15:58,1.011296
-73.9077,40.80432,24-07-2021 15:58,1.011296
-73.9077,40.80428,24-07-2021 15:58,1.011296
-73.9076,40.80424,24-07-2021 15:58,1.011296
-73.9075,40.80421,24-07-2021 15:58,1.011296
-73.9075,40.80418,24-07-2021 15:58,1.01346
-73.9074,40.80414,24-07-2021 15:58,1.01346
-73.9072,40.8041,24-07-2021 15:58,1.01346
-73.9072,40.80414,24-07-2021 15:58,1.01346
-73.9071,40.80418,24-07-2021 15:58,1.01346
-73.9071,40.80422,24-07-2021 15:58,1.009133
-73.907,40.80427,24-07-2021 15:58,1.009133
-73.907,40.80433,24-07-2021 15:58,1.009133
-73.9069,40.80438,24-07-2021 15:58,1.009133
-73.9069,40.80443,24-07-2021 15:58,1.006969
-73.9068,40.80447,24-07-2021 15:59,1.007089
-73.9068,40.8045,24-07-2021 15:59,1.007089
-73.9067,40.80451,24-07-2021 15:59,1.007089
-73.9067,40.80451,24-07-2021 15:59,1.004925
-73.9067,40.80449,24-07-2021 15:59,1.004925
-73.9066,40.80445,24-07-2021 15:59,1.007089
-73.9066,40.80441,24-07-2021 15:59,1.007089
-73.9065,40.80437,24-07-2021 15:59,1.007089
-73.9064,40.80432,24-07-2021 15:59,1.007089
-73.9063,40.80428,24-07-2021 15:59,1.007089
-73.9062,40.80422,24-07-2021 15:59,1.007089
-73.9061,40.80412,24-07-2021 15:59,1.007089
-73.906,40.80407,24-07-2021 15:59,1.007089
-73.9057,40.80394,24-07-2021 15:59,1.007089
-73.9057,40.80392,24-07-2021 15:59,1.007089
-73.9056,40.80389,24-07-2021 15:59,1.000598
-73.9056,40.80388,24-07-2021 15:59,1.000598
-73.9056,40.80382,24-07-2021 15:59,0.998434
-73.9056,40.80379,24-07-2021 15:59,0.998434
-73.9057,40.80374,24-07-2021 15:59,0.998434
-73.9057,40.80369,24-07-2021 15:59,0.998434
-73.9058,40.80363,24-07-2021 15:59,1.000598
-73.9058,40.80358,24-07-2021 15:59,1.000598
-73.9059,40.80353,24-07-2021 15:59,0.998434
-73.9059,40.80348,24-07-2021 15:59,0.998434
-73.906,40.80344,24-07-2021 15:59,0.998434
-73.906,40.80341,24-07-2021 15:59,0.998434
-73.906,40.80338,24-07-2021 15:59,0.99627
-73.9061,40.80332,24-07-2021 15:59,0.991943
-73.9061,40.80328,24-07-2021 15:59,0.989779
-73.9062,40.8032,24-07-2021 15:59,0.989779
-73.9063,40.80312,24-07-2021 15:59,0.987616
-73.9063,40.80304,24-07-2021 15:59,0.987616
-73.9064,40.80296,24-07-2021 15:59,0.987616
-73.9065,40.8029,24-07-2021 15:59,0.987616
-73.9067,40.80275,24-07-2021 15:59,0.983288
-73.9067,40.80267,24-07-2021 15:59,0.985452
-73.9068,40.8026,24-07-2021 15:59,0.985452
-73.9069,40.80253,24-07-2021 15:59,0.987616
-73.9069,40.80245,24-07-2021 15:59,0.987616
-73.907,40.80238,24-07-2021 15:59,0.985452
-73.9071,40.80231,24-07-2021 15:59,0.985452
-73.9071,40.80225,24-07-2021 15:59,0.981124
-73.9072,40.80222,24-07-2021 15:59,0.981124
-73.9072,40.80219,24-07-2021 15:59,0.985452
-73.9073,40.80219,24-07-2021 15:59,0.987616
-73.9073,40.80222,24-07-2021 15:59,0.987616
-73.9074,40.80225,24-07-2021 15:59,0.987616
-73.9075,40.8023,24-07-2021 15:59,0.987616
-73.9075,40.80234,24-07-2021 15:59,0.987616
-73.9076,40.8024,24-07-2021 15:59,0.987616
-73.9077,40.80245,24-07-2021 15:59,0.987616
-73.9078,40.8025,24-07-2021 15:59,0.987616
-73.908,40.80262,24-07-2021 15:59,0.989779
-73.9081,40.80267,24-07-2021 15:01,0.989779
-73.9082,40.80271,24-07-2021 15:01,0.991943
-73.9083,40.80276,24-07-2021 15:01,0.992063
-73.9084,40.80281,24-07-2021 15:01,0.996391
-73.9084,40.80283,24-07-2021 15:01,0.996391
-73.9084,40.80285,24-07-2021 15:01,0.996391
-73.9085,40.80287,24-07-2021 15:01,0.996391
-73.9086,40.80294,24-07-2021 15:01,1.000718
-73.9087,40.80298,24-07-2021 15:01,1.005046
-73.9087,40.80303,24-07-2021 15:01,1.005046
-73.9088,40.80307,24-07-2021 15:01,1.005046
-73.9089,40.80312,24-07-2021 15:01,1.005046
-73.909,40.80317,24-07-2021 15:01,1.000718
-73.9091,40.80322,24-07-2021 15:01,1.000718
-73.9092,40.80327,24-07-2021 15:01,1.000718
-73.9093,40.80332,24-07-2021 15:01,1.000718
-73.9094,40.80338,24-07-2021 15:01,1.000718
-73.9095,40.80343,24-07-2021 15:01,1.000718
-73.9096,40.80349,24-07-2021 15:01,0.998554
-73.9096,40.80355,24-07-2021 15:01,0.998554
-73.9098,40.80359,24-07-2021 15:01,0.998554
-73.9099,40.80364,24-07-2021 15:01,0.998554
-73.91,40.80369,24-07-2021 15:01,0.998554
-73.9101,40.80373,24-07-2021 15:01,0.998554
-73.9102,40.80378,24-07-2021 15:01,1.000718
-73.9103,40.80382,24-07-2021 15:01,1.000718
-73.9104,40.80386,24-07-2021 15:01,1.007209
-73.9105,40.8039,24-07-2021 15:01,1.007209
-73.9106,40.80395,24-07-2021 15:01,1.009373
-73.9107,40.80399,24-07-2021 15:02,1.009373
-73.9108,40.80403,24-07-2021 15:02,1.011537
-73.9109,40.80408,24-07-2021 15:02,1.011537
-73.911,40.80417,24-07-2021 15:02,1.011537
-73.9111,40.80421,24-07-2021 15:02,1.011537
-73.9112,40.80425,24-07-2021 15:02,1.011537
-73.9113,40.80427,24-07-2021 15:02,1.011537
-73.9113,40.8043,24-07-2021 15:02,1.0137
-73.9114,40.80431,24-07-2021 15:02,1.0137
-73.9114,40.80432,24-07-2021 15:02,1.015864
-73.9116,40.80437,24-07-2021 15:02,1.035458
-73.9116,40.80439,24-07-2021 15:02,1.035458
-73.9117,40.80442,24-07-2021 15:02,1.037621
-73.9117,40.80443,24-07-2021 15:02,1.035458
-73.9118,40.80448,24-07-2021 15:02,1.03113
-73.9119,40.8045,24-07-2021 15:02,1.03113
-73.9119,40.80452,24-07-2021 15:02,1.03113
-73.912,40.80453,24-07-2021 15:02,1.035458
-73.912,40.80455,24-07-2021 15:02,1.035458
-73.912,40.80457,24-07-2021 15:02,1.033294
-73.9121,40.80457,24-07-2021 15:02,1.033294
-73.9121,40.8046,24-07-2021 15:02,1.03113
-73.9122,40.80462,24-07-2021 15:02,1.03113
-73.9123,40.80465,24-07-2021 15:02,1.024639
-73.9124,40.8047,24-07-2021 15:02,1.024639
-73.9125,40.80474,24-07-2021 15:02,1.03113
-73.9125,40.80479,24-07-2021 15:02,1.03113
-73.9126,40.80483,24-07-2021 15:02,1.033294
-73.9127,40.80487,24-07-2021 15:02,1.033294
-73.9128,40.80491,24-07-2021 15:02,1.035458
-73.9129,40.80495,24-07-2021 15:03,1.035458
-73.913,40.80501,24-07-2021 15:03,1.035458
-73.9131,40.80506,24-07-2021 15:03,1.035458
-73.9132,40.8051,24-07-2021 15:03,1.037621
-73.9133,40.80514,24-07-2021 15:03,1.037621
-73.9135,40.80523,24-07-2021 15:03,1.035458
-73.9136,40.80528,24-07-2021 15:03,1.03113
-73.9138,40.80537,24-07-2021 15:03,1.03113
-73.9139,40.80541,24-07-2021 15:03,1.03113
-73.914,40.80545,24-07-2021 15:03,1.03113
-73.9141,40.80548,24-07-2021 15:03,1.028967
-73.9142,40.80551,24-07-2021 15:03,1.028967
-73.9142,40.80553,24-07-2021 15:03,1.026803
-73.9142,40.80554,24-07-2021 15:03,1.026803
-73.9144,40.80558,24-07-2021 15:03,1.026923
-73.9144,40.80557,24-07-2021 15:03,1.026923
-73.9144,40.80556,24-07-2021 15:03,1.031251
-73.9145,40.80552,24-07-2021 15:03,1.029087
-73.9145,40.80548,24-07-2021 15:03,1.029087
-73.9146,40.80543,24-07-2021 15:03,1.029087
-73.9146,40.80537,24-07-2021 15:03,1.026923
-73.9146,40.8053,24-07-2021 15:03,1.026923
-73.9147,40.80524,24-07-2021 15:03,1.026923
-73.9147,40.80517,24-07-2021 15:03,1.026923
-73.9148,40.80512,24-07-2021 15:03,1.022596
-73.9148,40.80508,24-07-2021 15:03,1.022596
-73.9149,40.80498,24-07-2021 15:03,1.020432
-73.9149,40.80494,24-07-2021 15:03,1.020432
-73.915,40.80489,24-07-2021 15:03,1.018268
-73.915,40.80483,24-07-2021 15:03,1.018268
-73.9151,40.80476,24-07-2021 15:03,1.013941
-73.9151,40.80467,24-07-2021 15:04,1.013941
-73.9152,40.80458,24-07-2021 15:04,1.011777
-73.9153,40.80449,24-07-2021 15:04,1.011777
-73.9154,40.8044,24-07-2021 15:04,1.00745
-73.9156,40.80413,24-07-2021 15:04,1.005286
-73.9156,40.80405,24-07-2021 15:04,1.005286
-73.9157,40.80397,24-07-2021 15:04,1.003122
-73.9158,40.8039,24-07-2021 15:04,1.003122
-73.9158,40.80383,24-07-2021 15:04,1.003122
-73.9159,40.80379,24-07-2021 15:04,1.003122
-73.9159,40.80376,24-07-2021 15:04,1.003122
-73.9159,40.80375,24-07-2021 15:04,1.003122
-73.916,40.80377,24-07-2021 15:04,1.000959
-73.9161,40.80379,24-07-2021 15:04,1.000959
-73.9162,40.80383,24-07-2021 15:04,1.000959
-73.9163,40.80388,24-07-2021 15:04,0.998795
-73.9164,40.80392,24-07-2021 15:04,0.998795
-73.9165,40.80397,24-07-2021 15:04,0.996631
-73.9166,40.80402,24-07-2021 15:04,0.996631
-73.917,40.80417,24-07-2021 15:04,0.992304
-73.9172,40.80422,24-07-2021 15:04,0.992304
-73.9173,40.80427,24-07-2021 15:04,0.994467
-73.9174,40.80432,24-07-2021 15:04,0.994467
-73.9175,40.80437,24-07-2021 15:04,0.998795
-73.9177,40.80442,24-07-2021 15:04,0.998795
-73.9178,40.80447,24-07-2021 15:04,1.003122
-73.9179,40.80451,24-07-2021 15:04,1.003242
-73.918,40.80454,24-07-2021 15:04,1.005406
-73.918,40.80457,24-07-2021 15:04,1.005406
-73.9181,40.80459,24-07-2021 15:04,1.00757
-73.9181,40.80461,24-07-2021 15:04,1.00757
-73.9182,40.80465,24-07-2021 15:04,1.014061
-73.9182,40.80467,24-07-2021 15:04,1.014061
-73.9183,40.80469,24-07-2021 15:04,1.014061
-73.9183,40.80471,24-07-2021 15:04,1.011897
-73.9184,40.80474,24-07-2021 15:04,1.011897
-73.9184,40.80476,24-07-2021 15:04,1.011897
-73.9185,40.80478,24-07-2021 15:04,1.011897
-73.9186,40.80479,24-07-2021 15:04,1.014061
-73.9186,40.80481,24-07-2021 15:04,1.014061
-73.9187,40.80481,24-07-2021 15:04,1.020552
-73.9188,40.8048,24-07-2021 15:04,1.018388
-73.9188,40.80478,24-07-2021 15:04,1.018388
-73.9188,40.80475,24-07-2021 15:04,1.02488
-73.9188,40.80473,24-07-2021 15:04,1.02488
-73.9189,40.80469,24-07-2021 15:04,1.02488
-73.9189,40.80468,24-07-2021 15:04,1.02488
-73.9189,40.80465,24-07-2021 15:04,1.02488
-73.9189,40.80459,24-07-2021 15:04,1.022716
-73.9189,40.80453,24-07-2021 15:04,1.02488
-73.919,40.80438,24-07-2021 15:04,1.02488
-73.919,40.80431,24-07-2021 15:04,1.02488
-73.9193,40.80437,24-07-2021 15:05,1.02488
-73.9193,40.80433,24-07-2021 15:05,1.02488
-73.9193,40.80429,24-07-2021 15:05,1.02488
-73.9194,40.80417,24-07-2021 15:05,1.02488
-73.9194,40.8041,24-07-2021 15:05,1.02488
-73.9194,40.80403,24-07-2021 15:05,1.027043
-73.9195,40.80401,24-07-2021 15:05,1.02488
-73.9195,40.80392,24-07-2021 15:05,1.029207
-73.9196,40.80387,24-07-2021 15:05,1.029207
-73.9196,40.80382,24-07-2021 15:05,1.02488
-73.9197,40.80377,24-07-2021 15:05,1.02488
-73.9197,40.80373,24-07-2021 15:05,1.022716
-73.9197,40.8037,24-07-2021 15:05,1.022716
-73.9198,40.80368,24-07-2021 15:06,1.020552
-73.9199,40.80372,24-07-2021 15:06,1.016345
-73.92,40.80375,24-07-2021 15:06,1.016345
-73.9201,40.80378,24-07-2021 15:06,1.014181
-73.9203,40.80385,24-07-2021 15:06,1.014181
-73.9205,40.80395,24-07-2021 15:06,1.012018
-73.9206,40.80399,24-07-2021 15:06,1.012018
-73.9209,40.80408,24-07-2021 15:06,1.014181
-73.921,40.80413,24-07-2021 15:06,1.018509
-73.9211,40.80417,24-07-2021 15:06,1.018509
-73.9211,40.8042,24-07-2021 15:06,1.020672
-73.9213,40.80428,24-07-2021 15:06,1.020672
-73.9214,40.8043,24-07-2021 15:06,1.020672
-73.9214,40.80433,24-07-2021 15:06,1.020672
-73.9215,40.80436,24-07-2021 15:06,1.020672
-73.9216,40.8044,24-07-2021 15:06,1.018509
-73.9217,40.80444,24-07-2021 15:06,1.018509
-73.9218,40.80448,24-07-2021 15:06,1.016345
-73.922,40.80457,24-07-2021 15:06,1.014181
-73.9221,40.80461,24-07-2021 15:06,1.014181
-73.9222,40.80466,24-07-2021 15:06,1.018509
-73.9223,40.8047,24-07-2021 15:06,1.018509
-73.9224,40.80474,24-07-2021 15:06,1.012018
-73.9225,40.80479,24-07-2021 15:06,1.012018
-73.9226,40.80484,24-07-2021 15:06,1.009854
-73.9229,40.80493,24-07-2021 15:06,1.009854
-73.923,40.80497,24-07-2021 15:06,1.00769
-73.9231,40.80501,24-07-2021 15:06,1.00769
-73.9232,40.80506,24-07-2021 15:06,1.005526
-73.9234,40.80515,24-07-2021 15:06,1.00769
-73.9235,40.8052,24-07-2021 15:06,1.00769
-73.9236,40.80525,24-07-2021 15:06,1.005526
-73.9237,40.8053,24-07-2021 15:06,1.005526
-73.9239,40.80539,24-07-2021 15:06,1.00769
-73.924,40.80544,24-07-2021 15:06,1.005526
-73.9241,40.80548,24-07-2021 15:06,1.005526
-73.9242,40.80553,24-07-2021 15:06,1.009854
-73.9243,40.80557,24-07-2021 15:06,1.009854
-73.9245,40.80562,24-07-2021 15:07,1.00769
-73.9246,40.80566,24-07-2021 15:07,1.00769
-73.9247,40.8057,24-07-2021 15:07,1.012018
-73.9247,40.80573,24-07-2021 15:07,1.012018
-73.9248,40.80576,24-07-2021 15:07,1.012018
-73.9248,40.80578,24-07-2021 15:07,1.012018
-73.9249,40.80579,24-07-2021 15:07,1.014181
-73.9249,40.8058,24-07-2021 15:07,1.014181
-73.9249,40.80581,24-07-2021 15:07,1.018509
-73.9251,40.80585,24-07-2021 15:07,1.029447
-73.9252,40.80589,24-07-2021 15:07,1.029447
-73.9252,40.80594,24-07-2021 15:07,1.02512
-73.9253,40.80597,24-07-2021 15:07,1.02512
-73.9254,40.80599,24-07-2021 15:07,1.02512
-73.9258,40.80614,24-07-2021 15:07,1.02512
-73.9258,40.80615,24-07-2021 15:07,1.02512
-73.9259,40.80618,24-07-2021 15:07,1.02512
-73.9259,40.80619,24-07-2021 15:07,1.02512
-73.926,40.8062,24-07-2021 15:07,1.02512
-73.926,40.80621,24-07-2021 15:07,1.031611
-73.926,40.80623,24-07-2021 15:07,1.031611
-73.9261,40.80624,24-07-2021 15:07,1.033775
-73.9261,40.80625,24-07-2021 15:07,1.033775
-73.9261,40.80627,24-07-2021 15:07,1.033775
-73.9262,40.80629,24-07-2021 15:07,1.033895
-73.9262,40.8063,24-07-2021 15:07,1.033895
-73.9263,40.80632,24-07-2021 15:07,1.031731
-73.9263,40.80633,24-07-2021 15:07,1.031731
-73.9263,40.80635,24-07-2021 15:07,1.033895
-73.9264,40.80637,24-07-2021 15:07,1.033895
-73.9264,40.80638,24-07-2021 15:07,1.033895
-73.9265,40.80639,24-07-2021 15:07,1.033895
-73.9265,40.80641,24-07-2021 15:07,1.031731
-73.9265,40.80641,24-07-2021 15:07,1.031731
-73.9265,40.80642,24-07-2021 15:07,1.033895
-73.9266,40.80644,24-07-2021 15:07,1.033895
-73.9266,40.80645,24-07-2021 15:07,1.033895
-73.9266,40.80646,24-07-2021 15:07,1.033895
-73.9266,40.8065,24-07-2021 15:07,1.036059
-73.9267,40.8066,24-07-2021 15:07,1.044714
-73.9267,40.80661,24-07-2021 15:07,1.044714
-73.9268,40.80663,24-07-2021 15:07,1.044714
-73.9268,40.80666,24-07-2021 15:07,1.044714
-73.9269,40.80669,24-07-2021 15:07,1.044714
-73.927,40.80674,24-07-2021 15:07,1.044714
-73.9271,40.80677,24-07-2021 15:07,1.040386
-73.9272,40.8068,24-07-2021 15:07,1.040386
-73.9273,40.80684,24-07-2021 15:07,1.036059
-73.9274,40.80689,24-07-2021 15:08,1.036059
-73.9275,40.80693,24-07-2021 15:08,1.031731
-73.9275,40.80697,24-07-2021 15:08,1.031731
-73.9277,40.80702,24-07-2021 15:08,1.02524
-73.9279,40.80711,24-07-2021 15:08,1.02524
-73.928,40.80715,24-07-2021 15:08,1.02524
-73.9281,40.8072,24-07-2021 15:08,1.018749
-73.9285,40.80734,24-07-2021 15:08,1.014422
-73.9286,40.80739,24-07-2021 15:08,1.012258
-73.9287,40.80744,24-07-2021 15:08,1.012258
-73.9288,40.80749,24-07-2021 15:08,1.012258
-73.9289,40.80753,24-07-2021 15:08,1.012258
-73.929,40.80758,24-07-2021 15:08,1.010094
-73.9291,40.80762,24-07-2021 15:08,1.010094
-73.9292,40.80765,24-07-2021 15:08,1.012258
-73.9293,40.80768,24-07-2021 15:08,1.012258
-73.9294,40.8077,24-07-2021 15:08,1.012258
-73.9294,40.80773,24-07-2021 15:08,1.012258
-73.9294,40.80777,24-07-2021 15:08,1.012378
-73.9294,40.80782,24-07-2021 15:08,1.012378
-73.9294,40.80787,24-07-2021 15:08,1.012378
-73.9294,40.80792,24-07-2021 15:08,1.012378
-73.9293,40.80798,24-07-2021 15:08,1.008051
-73.9293,40.80805,24-07-2021 15:08,1.008051
-73.9292,40.80811,24-07-2021 15:08,1.012378
-73.9291,40.80824,24-07-2021 15:08,1.012378
-73.9291,40.8083,24-07-2021 15:08,1.016706
-73.929,40.80835,24-07-2021 15:08,1.016706
-73.929,40.8084,24-07-2021 15:08,1.018869
-73.929,40.80844,24-07-2021 15:08,1.018869
-73.9289,40.80848,24-07-2021 15:08,1.021033
-73.9289,40.80851,24-07-2021 15:08,1.021033
-73.9289,40.80854,24-07-2021 15:08,1.021033
-73.9289,40.80856,24-07-2021 15:08,1.021033
-73.9288,40.80862,24-07-2021 15:08,1.021033
-73.9288,40.80865,24-07-2021 15:08,1.023197
-73.9288,40.80869,24-07-2021 15:09,1.023197
-73.9288,40.80873,24-07-2021 15:09,1.023197
-73.9287,40.80876,24-07-2021 15:09,1.023197
-73.9287,40.80878,24-07-2021 15:09,1.023197
-73.9287,40.80895,24-07-2021 15:09,1.029688
-73.9289,40.80916,24-07-2021 15:09,1.034015
-73.929,40.80922,24-07-2021 15:09,1.031852
-73.929,40.80928,24-07-2021 15:09,1.031852
-73.9291,40.80934,24-07-2021 15:09,1.029688
-73.9292,40.80941,24-07-2021 15:09,1.029688
-73.9292,40.80947,24-07-2021 15:09,1.02536
-73.9293,40.80953,24-07-2021 15:09,1.02536
-73.9294,40.8096,24-07-2021 15:09,1.02536
-73.9295,40.80966,24-07-2021 15:09,1.02536
-73.9296,40.80972,24-07-2021 15:11,1.02536
-73.9297,40.80986,24-07-2021 15:11,1.02536
-73.9298,40.80992,24-07-2021 15:11,1.02536
-73.9299,40.81,24-07-2021 15:11,1.027524
-73.9301,40.81014,24-07-2021 15:11,1.027524
-73.9302,40.81021,24-07-2021 15:11,1.029808
-73.9303,40.81028,24-07-2021 15:11,1.029808
-73.9304,40.81035,24-07-2021 15:11,1.027644
